timestamp,th-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%89%E0%B8%B5%E0%B8%94%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%AD%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%94%E0%B8%B3,th-%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%81,th-%E0%B8%9B%E0%B8%A7%E0%B8%94%E0%B8%A8%E0%B8%B5%E0%B8%A3%E0%B8%A9%E0%B8%B0,th-%E0%B8%9B%E0%B8%A7%E0%B8%94%E0%B9%83%E0%B8%99%E0%B8%82%E0%B9%89%E0%B8%AD,th-%E0%B8%9C%E0%B8%B7%E0%B9%88%E0%B8%99,th-%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%8B%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%A5,th-%E0%B8%A2%E0%B8%B2%E0%B8%86%E0%B9%88%E0%B8%B2%E0%B9%81%E0%B8%A1%E0%B8%A5%E0%B8%87,th-%E0%B8%A2%E0%B8%B2%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%A7%E0%B8%A3%E0%B8%B1%E0%B8%AA,th-%E0%B8%A2%E0%B8%B8%E0%B8%87,th-%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%A7%E0%B8%A1,th-%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A,th-%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B1%E0%B8%99,th-%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B9%87%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2,th-%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%AD%E0%B8%AD%E0%B8%81,th-%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%95%E0%B8%B1%E0%B8%9A,th-%E0%B9%84%E0%B8%82%E0%B9%89,th-%E0%B9%84%E0%B8%82%E0%B9%89%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%87%E0%B8%81%E0%B8%B5,th
2007-12-09 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-09 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,946
2007-12-09 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6715
2007-12-09 20:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5756
2007-12-09 21:00:00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4163
2007-12-09 22:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5026
2007-12-09 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4625
2007-12-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7905
2007-12-10 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12771
2007-12-10 02:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19102
2007-12-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26773
2007-12-10 04:00:00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29856
2007-12-10 05:00:00,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,35763
2007-12-10 06:00:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,27853
2007-12-10 07:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,28294
2007-12-10 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28642
2007-12-10 09:00:00,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,29865
2007-12-10 10:00:00,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,26875
2007-12-10 11:00:00,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,26403
2007-12-10 12:00:00,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,23612
2007-12-10 13:00:00,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,24551
2007-12-10 14:00:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,26845
2007-12-10 15:00:00,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,23092
2007-12-10 16:00:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,19028
2007-12-10 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14211
2007-12-10 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8319
2007-12-10 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5997
2007-12-10 20:00:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5281
2007-12-10 21:00:00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3935
2007-12-10 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286
2007-12-10 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387
2007-12-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4484
2007-12-11 01:00:00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4924
2007-12-11 02:00:00,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13493
2007-12-11 03:00:00,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,34957
2007-12-11 04:00:00,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,34041
2007-12-11 05:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39268
2007-12-11 06:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,39496
2007-12-11 07:00:00,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,44986
2007-12-11 08:00:00,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,44978
2007-12-11 09:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,34192
2007-12-11 10:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33761
2007-12-11 11:00:00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36180
2007-12-11 12:00:00,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,35952
2007-12-11 13:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37516
2007-12-11 14:00:00,0,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,36872
2007-12-11 15:00:00,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,29899
2007-12-11 16:00:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,21098
2007-12-11 17:00:00,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13406
2007-12-11 18:00:00,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,8797
2007-12-11 19:00:00,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6487
2007-12-11 20:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6304
2007-12-11 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280
2007-12-11 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688
2007-12-11 23:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4136
2007-12-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3974
2007-12-12 01:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7623
2007-12-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18606
2007-12-12 03:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28632
2007-12-12 04:00:00,0,0,0,0,0,10,0,1,7,0,0,0,0,0,0,0,0,37723
2007-12-12 05:00:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38859
2007-12-12 06:00:00,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,38821
2007-12-12 07:00:00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,44150
2007-12-12 08:00:00,0,0,0,0,0,3,0,2,8,0,0,0,0,0,0,0,0,43207
2007-12-12 09:00:00,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,34062
2007-12-12 10:00:00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33069
2007-12-12 11:00:00,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,35345
2007-12-12 12:00:00,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,36628
2007-12-12 13:00:00,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,0,36988
2007-12-12 14:00:00,0,0,0,0,0,2,0,1,4,0,0,2,0,0,0,0,0,37078
2007-12-12 15:00:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,29434
2007-12-12 16:00:00,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,20861
2007-12-12 17:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14335
2007-12-12 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9135
2007-12-12 19:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6143
2007-12-12 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5183
2007-12-12 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664
2007-12-12 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3715
2007-12-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4860
2007-12-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4719
2007-12-13 01:00:00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5639
2007-12-13 02:00:00,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,13009
2007-12-13 03:00:00,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,26938
2007-12-13 04:00:00,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,31653
2007-12-13 05:00:00,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,37605
2007-12-13 06:00:00,0,0,0,0,0,5,0,2,7,0,0,0,0,0,0,0,0,35291
2007-12-13 07:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42118
2007-12-13 08:00:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,44182
2007-12-13 09:00:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,44691
2007-12-13 10:00:00,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,39373
2007-12-13 11:00:00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,34983
2007-12-13 12:00:00,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,33561
2007-12-13 13:00:00,0,0,0,0,0,5,0,0,6,0,0,4,0,0,0,0,0,34582
2007-12-13 14:00:00,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,34926
2007-12-13 15:00:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28733
2007-12-13 16:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20503
2007-12-13 17:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13086
2007-12-13 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8974
2007-12-13 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6286
2007-12-13 20:00:00,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5691
2007-12-13 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3910
2007-12-13 22:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3779
2007-12-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203
2007-12-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535
2007-12-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6941
2007-12-14 02:00:00,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,13037
2007-12-14 03:00:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26012
2007-12-14 04:00:00,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,30217
2007-12-14 05:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30798
2007-12-14 06:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30168
2007-12-14 07:00:00,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,33338
2007-12-14 08:00:00,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,33538
2007-12-14 09:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,30661
2007-12-14 10:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27317
2007-12-14 11:00:00,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,23814
2007-12-14 12:00:00,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,23227
2007-12-14 13:00:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23927
2007-12-14 14:00:00,0,0,0,0,0,4,0,5,1,0,0,0,0,0,0,0,0,26328
2007-12-14 15:00:00,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,24337
2007-12-14 16:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17524
2007-12-14 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12572
2007-12-14 18:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9234
2007-12-14 19:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6898
2007-12-14 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6139
2007-12-14 21:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5280
2007-12-14 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761
2007-12-14 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3831
2007-12-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137
2007-12-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5471
2007-12-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9066
2007-12-15 03:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17220
2007-12-15 04:00:00,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,25790
2007-12-15 05:00:00,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,32845
2007-12-15 06:00:00,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,32100
2007-12-15 07:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,33662
2007-12-15 08:00:00,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,33285
2007-12-15 09:00:00,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,32314
2007-12-15 10:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,33486
2007-12-15 11:00:00,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,24912
2007-12-15 12:00:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,33116
2007-12-15 13:00:00,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,0,21115
2007-12-15 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23405
2007-12-15 15:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21555
2007-12-15 16:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17326
2007-12-15 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234
2007-12-15 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9867
2007-12-15 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7601
2007-12-15 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931
2007-12-15 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106
2007-12-15 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4419
2007-12-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158
2007-12-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4207
2007-12-16 01:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5849
2007-12-16 02:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9346
2007-12-16 03:00:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16557
2007-12-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23058
2007-12-16 05:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27154
2007-12-16 06:00:00,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,27400
2007-12-16 07:00:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,28775
2007-12-16 08:00:00,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,29240
2007-12-16 09:00:00,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33313
2007-12-16 10:00:00,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30462
2007-12-16 11:00:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,37948
2007-12-16 12:00:00,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,28845
2007-12-16 13:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30877
2007-12-16 14:00:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,35011
2007-12-16 15:00:00,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,33057
2007-12-16 16:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17788
2007-12-16 17:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14362
2007-12-16 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8837
2007-12-16 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6576
2007-12-16 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5145
2007-12-16 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4009
2007-12-16 22:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3644
2007-12-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3732
2007-12-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3946
2007-12-17 01:00:00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5575
2007-12-17 02:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11546
2007-12-17 03:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25171
2007-12-17 04:00:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,29504
2007-12-17 05:00:00,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,31772
2007-12-17 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31504
2007-12-17 07:00:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,36176
2007-12-17 08:00:00,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,38638
2007-12-17 09:00:00,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,35859
2007-12-17 10:00:00,0,0,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0,34672
2007-12-17 11:00:00,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,39443
2007-12-17 12:00:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,41144
2007-12-17 13:00:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,39252
2007-12-17 14:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,43934
2007-12-17 15:00:00,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,34971
2007-12-17 16:00:00,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,23560
2007-12-17 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23744
2007-12-17 18:00:00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15600
2007-12-17 19:00:00,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,13977
2007-12-17 20:00:00,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11282
2007-12-17 21:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13389
2007-12-17 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375
2007-12-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595
2007-12-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5146
2007-12-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5864
2007-12-18 02:00:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,13250
2007-12-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30749
2007-12-18 04:00:00,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,34792
2007-12-18 05:00:00,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,33772
2007-12-18 06:00:00,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,29778
2007-12-18 07:00:00,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,33555
2007-12-18 08:00:00,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,31030
2007-12-18 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32288
2007-12-18 10:00:00,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,32400
2007-12-18 11:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34976
2007-12-18 12:00:00,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,37347
2007-12-18 13:00:00,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,40500
2007-12-18 14:00:00,0,0,0,0,0,2,0,0,7,0,0,1,0,0,0,0,0,40395
2007-12-18 15:00:00,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,31007
2007-12-18 16:00:00,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,23322
2007-12-18 17:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22661
2007-12-18 18:00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19191
2007-12-18 19:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15203
2007-12-18 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5724
2007-12-18 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4562
2007-12-18 22:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3574
2007-12-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4201
2007-12-19 00:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4180
2007-12-19 01:00:00,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6203
2007-12-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12398
2007-12-19 03:00:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26309
2007-12-19 04:00:00,0,0,0,0,0,6,0,0,9,0,0,1,0,0,0,0,0,31045
2007-12-19 05:00:00,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,32542
2007-12-19 06:00:00,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,30665
2007-12-19 07:00:00,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,30649
2007-12-19 08:00:00,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,32896
2007-12-19 09:00:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,32905
2007-12-19 10:00:00,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,32328
2007-12-19 11:00:00,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,32703
2007-12-19 12:00:00,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,33278
2007-12-19 13:00:00,0,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,32633
2007-12-19 14:00:00,0,0,0,0,0,2,0,1,5,0,0,1,0,0,0,0,0,32248
2007-12-19 15:00:00,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,33032
2007-12-19 16:00:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,20944
2007-12-19 17:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16597
2007-12-19 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15839
2007-12-19 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13467
2007-12-19 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12828
2007-12-19 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9496
2007-12-19 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8776
2007-12-19 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4318
2007-12-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317
2007-12-20 01:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5124
2007-12-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13803
2007-12-20 03:00:00,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,23936
2007-12-20 04:00:00,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,30902
2007-12-20 05:00:00,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,32494
